id,set_id,brand_name,generic_name,manufacturer_name,product_ndc,route,substance_name,active_ingredient,purpose,indications_and_usage,warnings,dosage_and_administration,inactive_ingredient,effective_time,version,brand_name
273701b7-3462-bd2d-e063-6294a90a1a94,954713fe-c84c-41b4-913d-3507ed91e55d,BIO SPECTRA ATTITUDE,ZINC OXIDE,9055-7588 Quebec Inc. DBA Attitude,61649-110,TOPICAL,ZINC OXIDE,Active ingredient Zinc oxide (20%),Purpose Sunscreen,Uses Helps prevent sunburn.,"Warnings Allergens: soybeans (glycerin). For external use only. Do not use on broken skin. When using this product avoid contact with eyes. If contact occurs, rinse thoroughly with water. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away. Stop use and consult a doctor if rash occurs.","Directions Adults and children older than 6 months. Apply generously 15 minutes before sun exposure. Reapply at least every 2 hours. Sun Protection Measures: Spending time in the sun increases your risk of skin cancer and early aging. To decrease this risk, regularly use a sunscreen with a Broad Spectrum SPFvalue of 15 or higher and other sun protection measures including: limit time in the sun, especially from 10am-2pm; and wear long-sleeved shirts, pants, hats and sunglasses. Use a water resistant sunscreen if swimming or sweating. Children under 6 months of age: Ask a doctor.","Inactive or non-medicinal ingredients Aqua / Water / Eau, Caprylic/Capric Triglyceride, Cetearyl Glucoside, Glyceryl Stearate, Cetearyl Alcohol, Polyhydroxystearic Acid, C10-18 Triglycerides, Glycerin, Ethylhexylglycerin, Caprylyl Glycol, Behenyl Alcohol, Sodium Chloride, Xanthan Gum, Sodium Gluconate.",20241201,5,BIO SPECTRA ATTITUDE
1fcb8556-179d-cfd6-e063-6294a90ab6e9,8ab371eb-9839-47f0-b576-d917f69ed16d,CVS PHARMACY Assorted Fruit Antacid,CALCIUM CARBONATE,CVS,51316-103,ORAL,CALCIUM CARBONATE,Active ingredient (per tablet) Calcium Carbonate USP 1000 mg,Purpose Antacid,Uses relieves heartburn acid indigestion sour stomach upset stomach associated with these symptoms,Warnings Ask a doctor or pharmacist before use if you are presently taking a prescription drug. Antacids may interact with certain prescription drugs. When using this product do not take more than 7 tablets in 24 hours if pregnant do not take more than 5 tablets in 24 hours do not use the maximum dosage for more than 2 weeks except under the advice and supervision of a doctor.,"Directions adults and children 12 years of age and over: chew 2-3 tablets completely as symptoms occur, or as directed by a doctor. do not take for symptoms that persist for more than 2 weeks unless advised by a doctor","Inactive ingredients adipic acid, D&C Red No. 27, D&C Yellow No. 10, dextrose, FD&C Blue No. 1, FD&C Yellow No. 6, flavors, magnesium stearate, maltodextrin, starch, sucralose. Questions or comments? 1-866-467-2748 SAFETY SEALED: DO NOT USE IF PRINTED SEAL UNDER CAP IS TORN OR MISSING",20240816,5,CVS PHARMACY Assorted Fruit Antacid
20ce7e0c-82b8-8277-e063-6394a90a1bbf,20ce7e0c-82b7-8277-e063-6394a90a1bbf,MIELLEROSEMARYMINTSCALPHAIRSTRENGTHENINGOIL,ROSMARINUSOFFICINALIS(ROSEMARY)LEAFOIL,"Shenzhen Sihai Juntong Technology Co., Ltd",84350-022,EXTRACORPOREAL,ASCORBIC ACID,Ricinus Communis (Castor) Seed Oil 5%,moisturizing,"use INSTRUCTIONS:1. Wash and dry your hair dry your hair2.Take an appropriate amount in the palm of your hand3. Apply evenly to the scalp, gently rub and massage toallow the product to penetrate",WARNING:1. For external use only. Avoid contact with eyes2. Keep out of reach of children.3. Store at room temperature andin the dark.4. Please pause use if you feel unwell.,Dosage and administration appropriate amount,Water 5%,20240829,3,MIELLEROSEMARYMINTSCALPHAIRSTRENGTHENINGOIL
3129b046-9b57-5d40-e063-6294a90a706b,ec729c4f-c94c-1581-e053-2995a90a33d6,Activated Mineral Sunscreen,ACTIVATED MINERAL SUNSCREEN,Reve Skincare LLC,83083-001,TOPICAL,ZINC OXIDE,Active Ingredients Zinc Oxide 14.2%,Purpose Sunscreen,"Uses • helps prevent sunburn • if used as directed with other sun protection measures (see Directions), decreases the risk of skin cancer and early skin aging caused by the sun","Warnings For external use only Do not use on damaged or broken skin. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask a docor if rash occurs Keep out of reach of children. If swalled, get medical help or contact a Poison Control Center right away.",Topical Topical,"Inactive ingredients Water, Caprylic/Capric Triglyceride, Niacinamide, Butyloctyl Salicylate, Propanediol, Squalene, Aloe Barbadensis Leaf Juice, Sodium Acrylate/Sodium Acyloyldimethyl Tauarate Copolymer, 1,2-Hexanediol, Cetyl Alcohol, Glycol Stearate, Helianthus Annuus (Sunflower) Seed Oil, Hydroxyacetophenone, Polyisobutene, Glycerin, Glyceryl Stearate, Lecithin, Isostearic Acid, Polyglyceryl-3 Polyricinoleate, Polyhydroxystearic Acid, Vaccinium Vitis-Idaea Fruit Extract, Xanthan Gum, Caprylyl/Capryl Glucoside, Sorbitan Oleate, Phenoxyethanol, Jojoba Esters, Citric Acid, Gluconolactone, Plankotn Extract, Alumina, Sodium Benzoate, Potassium Sorbate, Silica, Calcium Glucate. May Contain (+/-): Titanium Dioxide (CI77891), Iron Oxides (CI 774941, 77492, 77499)",20250325,5,Activated Mineral Sunscreen
f49ee9d7-0f47-4ce6-b3cb-7b12b2c73c6d,1c27244f-f0e9-43bf-a5fa-f594952914ca,Gentle Laxative,BISACODYL,Wal-Mart Stores Inc,49035-706,ORAL,BISACODYL,"Active ingredient (in each tablet) Bisacodyl USP, 5 mg",Purpose Stimulant laxative,Uses for relief of occasional constipation and irregularity this product generally produces bowel movement in 6 to 12 hours,"Warnings Do not use if you cannot swallow without chewing. Ask a doctor before use if you have stomach pain, nausea or vomiting a sudden change in bowel habits that lasts more than 2 weeks When using this product do not use within 1 hour after taking an antacid or milk do not chew or crush tablet(s) it may cause stomach discomfort, faintness, and cramps Stop use and ask a doctor if you need to use a laxative for more than 1 week you have rectal bleeding or fail to have a bowel movement after use of a laxative. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.",Directions do not take more than directed take with a glass of water adults and children 12 years and over take 1 to 3 tablets in a single daily dose children 6 to under 12 years take 1 tablet in a single daily dose children under 6 years ask a doctor,"Inactive ingredients acacia, ammonium hydroxide, calcium carbonate, carnauba wax, colloidal anhydrous silica, corn starch, D&C red #27 aluminum lake, FD&C blue #2 aluminum lake, FD&C yellow #6 aluminum lake, hypromellose, iron oxide black, lactose anhydrous, magnesium stearate, methylparaben, polydextrose, polyethylene glycol, polyvinyl acetate phthalate, povidone, propylene glycol, propylparaben, shellac glaze, simethicone, sodium alginate, sodium benzoate, sodium bicarbonate, stearic acid, sucrose, talc, titanium dioxide, triacetin, triethyl citrate",20250915,7,Gentle Laxative
26f6c594-b855-32b0-e063-6294a90a5589,4d258148-b2c9-4fbb-85af-14b95bb3752c,Symmetry Antimicrobial Foaming Hand Wash,CHLOROXYLENOL,"Buckeye International, Inc.",30805-006,TOPICAL,CHLOROXYLENOL,Active ingredient Chloroxylenol 0.3%,Purpose Antimicrobial,Uses Hand wash to help reduce bacteria on the skin Recommended for repeated use,"Warnings For external use only. When using this product do not use in or near eyes. If in eyes, flush thoroughly with water. If irritation or rash appears and persists, stop use and see a physician. Keep out of reach of children. If swallowed, call a physician or Poison Control Center immediately.",Directions Wet hands and wrists Dispense an adequate amount of soap and vigorously wash hands Rinse hands thoroughly Dry hands completely,"Inactive ingredients Water (Aqua), Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Coconut Acid C-110, Oleic Acid, Ammonium Laureth Sulfate, Ethanolamine, Cocoamidopropyl Betaine, EDTA, Fragrance (Parfum), Propylene Glycol, Tocopheyl Acetate, Aloe.",20241115,4,Symmetry Antimicrobial Foaming Hand Wash
31e2ff2b-9c0a-9ec1-e063-6294a90a680e,3149260c-b92b-43a7-8f57-897517102fa8,Oil Free Acne Wash,SALICYLIC ACID 2%,"Topco Associates, LLC",36800-947,TOPICAL,SALICYLIC ACID,active ingredient Salicylic Acid 2%,Purpose Acne medication,Use for the treatment of acne,Warnings For external use only,"Directions use up to twice a daily. Wet face, apply to hands, add water and work into lather. Massage face gently. Rinse well. avoid contact with eyes. If contact occurs, flush thoroughly with water.","Inactive ingredients water, sodium C14-16 olefin sulfonate, cocamidopropyl betaine, glycerin, sodium chloride, decyl glucoside, disodium EDTA, fragrance, linoleamidopropyl PG-dimonium chloride phosphate, propylene glycol, Aloe barbadensis leaf extract, Anthemis nobilis flower extract, Chamomilla recutita (matricaria) flower extract, yellow 5, red 40",20250403,14,Oil Free Acne Wash
3640d25a-e49b-e931-e063-6294a90a003b,3640d29e-7e4c-b3be-e063-6394a90a0d9e,Dissolvable Microneedle Blemish Patches,SALICYLIC ACID,"Advaccine Biopharmaceuticals Suzhou Co., Ltd",84895-102,TOPICAL,SALICYLIC ACID,Active Ingredient Salicylic Acid 0.5%,Purpose Acne Treatment,"Uses For the treatment of acne, acne blemish and blackheads. Help skin healing.",Warnings For external use only When using this product Skin irritation and dryness may occur if you use another topical acne medication and this product at the same time. Please only use one topical acne medication at a time once irritation happening.,"Directions Clean and dry the covered area before the patches are applying. Apply the patch to the skin and press down for 15 seconds, and then patting the edges of patch to secure the blemish covered. Put the patch in place for 6 hours for healing. For patch removing, please gently peel back and discard.",Inactive Ingredient Glycerin，Glycyrrhizate Dipotassium，Hyaluronate Sodium，Propylene Glycol，Sucrose,20250529,1,Dissolvable Microneedle Blemish Patches
283c9506-eda5-78f0-e063-6394a90ad889,0997c1b7-16db-7db7-e063-6294a90a5928,Equate Gentle Laxative Soft chew,MAGNESIUM HYDROXIDE,Walmart,79903-220,ORAL,MAGNESIUM HYDROXIDE,Active ingredient (in each chew) Magnesium hydroxide USP 1200 mg,Purpose Saline laxative,Uses for relief of occasional constipation (irregularity) this product generally produces bowel movement in 1/2 to 6 hours,"Warnings Ask a doctor or pharmacist before use if you have kidney disease a magnesium-restricted diet stomach pain, nausea or vomiting noticed a sudden change in bowel habits that last over 2 weeks Do not give to children under 5 years of age unless directed by a doctor",Directions drink a full glass (8 oz) of liquid with each dose dose may be taken as a single daily dose or in divided doses do not exceed the maximum recommended daily dose in a 24 hour period adults and children 12 years of age and over - 2 to 4 chews children 6 to 12 years of age - 1 to 2 chews children under 6 years of age - ask a doctor,"Inactive ingredients: Confectioner's sugar, corn syrup, corn syrup solids, FD&C red no. 40 aluminum lake, glycerine, gum arabic, hydrogenated coconut oil, maltodextrin, natural flavors, propylene glycol, soy lecithin, sucrose, water.",20241201,2,Equate Gentle Laxative Soft chew
2b37efc8-a065-01cf-e063-6394a90a775b,c78b5f2b-4434-4f36-82e3-781409db4162,Advance Topical Anesthetic Gel,BENZOCAINE,The Atlanta Dental Supply Company DBA Advanced Dental Products,71347-103,DENTAL,BENZOCAINE,Active Ingredients Benzocaine 200mg (in each g),Purpose Oral Anesthetic,"Use For oral mucosal use only, as directed by dentist. For the temporary relief of pain due to minor dental procedures.","Warnings Methemoglobinemia warning: Use of this product may cause methemoglobinemia, a serious condition that must be treated promptly because it reduces the amount of oxygen carried in the blood. This can occur even if you have used this product before. Stop use and seek immediate medical attention if you or a child in your care develops: pale, gray or blue colored skin (cyanosis) headache rapid heart rate shortness of breath dizziness or lightheadedness fatigue or lack of energy Allergy Alert: Do not use on patients with a history of allergies to local anesthetics such as procaine, butacaine, benzocaine or other ""caine"" anesthetics. Do not use for more than 7 days unless directed by a physician. If sore mouth symptoms do not improve in 7 days; irritation, pain or redness persists or worsens; or if swelling, rash or fever develops, see your physician promptly. for teething in children under 2 years of age When using this product Avoid contact with eyes. If contact occurs, flush with water. Do not exceed recommended dosage. If more than used for pain is accidentally swallowed, get medical help or contact a Poison Control Center right away. If pregnant or breast feeding, ask a physician before use.",​Directions Apply only amount needed to the oral mucosa to prevent or relieve pain. children under 2 years of age: do not use,"​Inactive ingredients flavoring, PEG 3350, PEG 400, sodium saccharin, water. May contain blue #1, green #3, green #5, red #3, red #28, red #40, yellow #5, (tartrazine), yellow #6, as a color additive.",20250108,6,Advance Topical Anesthetic Gel
f006c5bc-cf2c-442b-b1c7-ca4957694544,86818ad6-fd45-4635-9ce8-eac986f008aa,Ibuprofen,IBUPROFEN,Walgreen Company,0363-0292,ORAL,IBUPROFEN,"Active ingredient (in each brown caplet) Ibuprofen USP, 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug",Purpose Pain reliever/fever reducer,Uses temporarily relieves minor aches and pains due to: menstrual cramps toothache the common cold backache headache muscular aches minor pain of arthritis temporarily reduces fever,"Warnings Allergy alert: Ibuprofen may cause a severe allergic reaction, especially in people allergic to aspirin. Symptoms may include: shock facial swelling blisters rash hives skin reddening asthma (wheezing) If an allergic reaction occurs, stop use and seek medical help right away. Stomach bleeding warning: This product contains an NSAID, which may cause severe stomach bleeding. The chance is higher if you take more or for a longer time than directed take a blood thinning (anticoagulant) or steroid drug take other drugs containing prescription or nonprescription NSAIDs [aspirin, ibuprofen, naproxen, or others] are age 60 or older have had stomach ulcers or bleeding problems have 3 or more alcoholic drinks every day while using this product Heart attack and stroke warning: NSAIDs, except aspirin, increase the risk of heart attack, heart failure, and stroke. These can be fatal. The risk is higher if you use more than directed or for longer than directed. Do not use if you have ever had an allergic reaction to any other pain reliever/fever reducer right before or after heart surgery Ask a doctor before use if you have a history of stomach problems, such as heartburn you are taking a diuretic you have high blood pressure, heart disease, liver cirrhosis, kidney disease, asthma, or had a stroke stomach bleeding warning applies to you you have problems or serious side effects from taking pain relievers or fever reducers Ask a doctor or pharmacist before use if you are under a doctor's care for any serious condition taking aspirin for heart attack or stroke, because ibuprofen may decrease this benefit of aspirin taking any other drug When using this product take with food or milk if stomach upset occurs Stop use and ask a doctor if you experience any of the following signs of stomach bleeding: feel faint vomit blood have bloody or black stools have stomach pain that does not get better you have symptoms of heart problems or stroke: chest pain slurred speech leg swelling trouble breathing weakness in one part or side of body pain gets worse or lasts more than 10 days fever gets worse or lasts more than 3 days redness or swelling is present in the painful area any new symptoms appear If pregnant or breast-feeding, ask a health professional before use. It is especially important not to use ibuprofen at 20 weeks or later in pregnancy unless definitely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.","Directions do not take more than directed the smallest effective dose should be used adults and children 12 years and over: take 1 caplet every 4 to 6 hours while symptoms persist if pain or fever does not respond to 1 caplet, 2 caplets may be used do not exceed 6 caplets in 24 hours, unless directed by a doctor children under 12 years: ask a doctor","Inactive ingredients carnauba wax, colloidal silicon dioxide, corn starch, hypromellose, lactose anhydrous, magnesium stearate, microcrystalline cellulose, polydextrose, polyethylene glycol, red iron oxide, sodium starch glycolate, stearic acid, titanium dioxide",20250317,21,Ibuprofen
df05ccee-e8d0-43b2-a266-86afc1ce741c,8a77aea7-912e-43a3-bce3-f666b9b9c9bc,Omeprazole,OMEPRAZOLE,"GERI-CARE PHARMACEUTICALS, CORP",57896-659,ORAL,OMEPRAZOLE,Active ingredient (in each tablet) Omeprazole USP 20 mg,Purpose Acid reducer,Use treats frequent heartburn (occurs 2 or more days a week) not intended for immediate relief of heartburn; this drug may take 1 to 4 days for full effect,"Warnings Allergy alert do not use if you are allergic to omeprazole. omeprazole may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If an allergic reaction occurs, stop use and seek medical help right away. Do not use if you have: trouble or pain swallowing food, vomiting with blood, or bloody or black stools heartburn with lightheadedness, sweating or dizziness chest pain or shoulder pain with shortness of breath; sweating; pain spreading to arms, neck or shoulders; or lightheadedness frequent chest pain These may be signs of a serious condition. See your doctor. Ask a doctor before use if you have: had heartburn over 3 months. This may be a sign of a more serious condition. frequent wheezing, particularly with heartburn unexplained weight loss nausea or vomiting stomach pain Ask a doctor or pharmacist before use if you are taking a prescription drug. Acid reducers may interact with certain prescription drugs. Stop use and ask a doctor if: your heartburn continues or worsens you need to take this product for more than 14 days you need to take more than 1 course of treatment every 4 months you get diarrhea you develop a rash or joint pain If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222).","Directions for adults 18 years of age and older this product is to be used once a day (every 24 hours), every day for 14 days it may take 1 to 4 days for full effect; some people get complete relief of symptoms within 24 hours 14-Day Course of Treatment swallow 1 tablet with a glass of water before eating in the morning take every day for 14 days do not take more than 1 tablet a day do not use for more than 14 days unless directed by your doctor swallow whole. Do not chew or crush tablets. Repeated 14-Day Courses (if needed) you may repeat a 14-day course every 4 months do not take for more than 14 days or more often than every 4 months unless directed by a doctor children under 18 years of age: ask a doctor. Heartburn in children may sometimes be caused by a serious condition.","Inactive ingredients anhydrous lactose, hypromellose, hypromellose acetate succinate, iron oxide red, iron oxide yellow, lactose monohydrate, methyl cellulose, monoethanolamine, propylene glycol, sodium lauryl sulfate, sodium starch glycolate, sodium stearate, sodium stearyl fumarate, talc, triethyl citrate and titanium dioxide. The imprinting ink contains ammonium hydroxide, black iron oxide, n-butyl alcohol, propylene glycol and shellac.",20241122,2,Omeprazole
2be1e170-2dad-f6ad-e063-6294a90ac55a,2be1e888-e0a4-7db7-e063-6294a90a77d5,OUHOE CLEARFACE Overnight Acne,SALICYLIC ACID,"Shantou Ouhoe Technology Co., Ltd.",85163-001,TOPICAL,SALICYLIC ACID,"INGREDIENTS SALICYLIC ACID, MELALEUCA ALTERNIFOLIA (TEA TREE) LEAF OIL, CALENDULA OFFICINALIS FLOWER EXTRACT, HYALURONIC ACID， CENTELLA ASIATICA EXTRACT","BENEFITS: 1. lt can quickly eliminate acne, prevent acne from leaving marks andscars on the face, and make your face smoother. 2. lt can deeply hydrate acne and prevent acne areas from drying out. 3. lt can isolate the impact of cosmetics on acne and help you applymakeup better. 4.Designed for nighttime use, it creates warm and moist relief.promotes recovery,and allows you to manage acne easily.",none,Warning Please keep out of reach of children. Do not swallow.Please cleanyour hands before use to ensure the best results from the product.Discontinue use if signs of irritation or rash occur. Store in a cool anddry place.,Usage Method 1. Clean skin and keep it dry 2. Take a piece of this product and stick it on the area with acne 3. Leave it for six hours and then remove it.,NONE,20250118,1,OUHOE CLEARFACE Overnight Acne
85544597-4144-4df6-b445-4e92f6a96d09,3c8d5ae9-6d18-4fc7-a13e-63a11f062fd0,Ibuprofen,IBUPROFEN,"Good Sense (Geiss, Destin & Dunn, Inc.)",50804-199,ORAL,IBUPROFEN,Active ingredient (in each capsule) Solubilized ibuprofen equal to 200 mg ibuprofen (NSAID)* (present as the free acid and potassium salt) *nonsteroidal anti-inflammatory drug,Purpose Pain reliever/ fever reducer,Uses temporarily relieves minor aches and pains due to: headache muscular aches minor pain of arthritis toothache backache the common cold menstrual cramps temporarily reduces fever,"Warnings Allergy alert : Ibuprofen may cause a severe allergic reaction, especially in people allergic to aspirin. Symptoms may include: hives facial swelling asthma (wheezing) shock skin reddening rash blisters If an allergic reaction occurs, stop use and seek medical help right away Stomach bleeding warning : This product contains an NSAID, which may cause severe stomach bleeding. The chance is higher if you: are age 60 or older have had stomach ulcers or bleeding problems take a blood thinning (anticoagulant) or steroid drug take other drugs containing prescription or nonprescription NSAIDs [aspirin, ibuprofen, naproxen, or others] have 3 or more alcoholic drinks every day while using this product take more or for a longer time than directed Do not use if you have ever had an allergic reaction to any other pain reliever/fever reducer right before or after heart surgery Ask a doctor before use if the stomach bleeding warning applies to you you have problems or serious side effects from taking pain relievers or fever reducers you have a history of stomach problems, such as heartburn you have high blood pressure, heart disease, liver cirrhosis, kidney disease or asthma you are taking a diuretic Ask a doctor or pharmacist before use if you are under a doctor's care for any serious condition taking aspirin for heart attack or stroke, because ibuprofen may decrease this benefit of aspirin taking any other drug When using this product take with food or milk if stomach upset occurs the risk of heart attack or stroke may increase if you use more than directed or for longer than directed Stop use and ask a doctor if you experience any of the following signs of stomach bleeding: feel faint vomit blood have bloody or black stools have stomach pain that does not get better you have symptoms of heart problem or stroke: chest pain slurred speech trouble breathing leg swelling weakness in one part or side of body pain gets worse or lasts more than 10 days fever gets worse or lasts more than 3 days redness or swelling is present in the painful area any new symptoms appear If pregnant or breast-feeding, ask a health professional before use. It is especially important not to use ibuprofen at 20 weeks or later in pregnancy unless definitely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery Keep out of reach of children In case of overdose, get medical help or contact a Poison Control Center (1-800-222-1222) right away.","Directions do not take more than directed the smallest effective dose should be used adults and children 12 years and over: take 1 capsule every 4 to 6 hours while symptoms persist if pain or fever does not respond to 1 capsule, 2 capsules may be used do not exceed 6 capsules in 24 hours, unless directed by a doctor children under 12 years: ask a doctor","Inactive ingredients FD&C blue #1, gelatin, pharmaceutical ink, polyethylene glycol, potassium hydroxide, purified water, sorbitan and sorbitol",20250812,9,Ibuprofen
29f99f0a-e520-6d9d-e063-6394a90afb57,fed3026b-3473-26fe-e053-6294a90a8aa2,calamine,CALAMINE AND ZINC OXIDE,WALGREEN COMPANY,0363-9410,TOPICAL,ZINC OXIDE,"Active ingredient Calamine 8%, Zinc Oxide 8%",Purpose Skin protectant,Uses Dries the oozing and weeping of poison: ivy oak sumac,Warnings For external use only Use only as directed.,Directions shake well before using cleanse the skin with soap and water let dry before each use apply lotion to the affected area using cotton or soft cloth adults and children 2 years and older 3 to 4 times daily as needed for comfort children under 2 years Consult a doctor before use,"Inactive ingredients bentonite magma, calcium hydroxide, carageenan, glycerin, microcrystalline cellulose, purified water and xanthan gum",20241223,3,calamine
2f80abc0-49d9-968d-e063-6294a90a555b,2f80abc0-49d8-968d-e063-6294a90a555b,5% Signature Numb cream,5% SIGNATURE,"Shengnan (Guangzhou) Cosmetics Co., LTD",84019-027,CUTANEOUS,LIDOCAINE,5% Lidocaine,Used for numbing local area prior to tattooing,"Apply a 2mm thick layer of cream, rub it in, and cover it with a waterproof film.Leave on for approximately 90 minutes before your procedure for maximum numbing effect.",Stop use and consulta doctor if an allergicreaction occurs. Keep out of reach of children.,Apply 1-3 times a week,"Benzyl Alcohol, Carbomer 934, Lecithin(Soybean), Propylene Glycol, Tocopheryl Acetate, Water",20250304,1,5% Signature Numb cream
3f897028-004b-fbfe-e063-6394a90a60e6,7db103da-b434-433a-a18f-a727165640c0,HygieneLab Face and Body Mineral Sunscreen SPF 50,ZINC OXIDE,"HYGIENELAB, INC",87116-879,TOPICAL,ZINC OXIDE,Active Ingredients Zinc Oxide 17.50% Purpose Sunscreen,Purpose Sunscreen,"Uses Helps prevent sunburn. higher SPF gives more sunburn protection retains SPF after 80 minutes of swimming or sweating If used as directed with other sun protection measures (see Directions), decreases the risk of skin cancer and early skin aging caused by the sun","Warnings For external use only Do not use on damaged or broken skin. When using this product keep out of eyes. Rinse with water to remove. Do not puncture or incinerate. Contents under pressure. Do not store it at temperatures above 120°F. Stop use and ask a doctor if rash or irritation develops and lasts. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away. If pregnant or breast-feeding, ask a health professional before use","Directions Apply liberally 15 minutes before sun exposure and as needed. Children under 6 months of age: ask a doctor. Reapply: after 80 minutes of swimming or sweating immediately after towel drying at least every 2 hours do not spray directly on face. Spray into hands and apply to face. Use in well ventilated areas Sun Protection Measures. Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease the risk, regularly use a sunscreen with broad spectrum SPF of 15 or higher and other sun protection measures including: Limit time in the sun, especially from 10 a.m. - 2 p.m. Wear long-sleeved shirts, pants, hats, and sunglasses.","Inactive Ingredients Adansonia Digitata Oil, Aloe Barbadensis Leaf Juice, Butyrospermum Parkii (Shea) Butter, C12-15 Alkyl Benzoate, Camellia Sinensis Leaf Extract, Caprylic/Capric Triglyceride, Carthamus Tinctorius (Safflower) Seed Oil, Cetearyl Alcohol, Cetearyl Glucoside, Citric Acid, Cocos Nucifera (Coconut) Oil, Cucumis Sativus (Cucumber) FruitExtract, Daucus Carota Sativa (Carrot) Seed Extract, Decyl Glucoside, Dodecane, Glycerin, Glyceryl Caprylate, Glyceryl Stearate SE, Glyceryl Undecylenate, Mangifera Indica (Mango) Seed Butter, Persea Gratissima (Avocado) Oil, Polyhydroxystearic Acid, Propanediol, Punica Granatum Fruit Extract, Sodium Stearoyl Glutamate, Stearic Acid,Tocopherol, Tridecyl Salicylate, Vaccinium Angustifolium (Blueberry) Fruit Extract, Water(Aqua), Xanthan Gum",20250924,1,HygieneLab Face and Body Mineral Sunscreen SPF 50
380416b9-180b-3904-e063-6294a90a7bee,380416b9-180a-3904-e063-6294a90a7bee,Simply Protected Tinted Mineral Sunscreen,ZINC OXIDE,Healthy Skin & Body LLC,85726-204,TOPICAL,ZINC OXIDE,NULL,NULL,NULL,NULL,NULL,NULL,20250620,1,Simply Protected Tinted Mineral Sunscreen
3003f97e-f8a5-7a84-e063-6394a90a2715,a82d85c4-c6ef-4083-b67a-2d6b0e8fc10d,Dolce and Gabbana Blueberry Nutri Tint SPF 20 18N Medium,ZINC OXIDE,Dolce & Gabbana Beauty S.R.L,84003-060,TOPICAL,ZINC OXIDE,Active ingredients Zinc Oxide 6.7% Purpose Sunscreen,Purpose Sunscreen,Uses Helps prevent sunburn If uses directed with others sun protection measures (see Directions ) decreases the risk of skin cancer and early skin aging caused by the sun.,"Warnings For external use only. Do not use on damaged or broken skin. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.","Directions Apply generously 15 minutes before sun exposure Reapply at least every 2 hours Use a water resistant sunscreen if swimming or sweating Sun Protection Measures: Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a Broad Spectrum SPF 15 or higher and other sun protection measures including: Limit time in the sun, especially from 10 a.m. - 2 p.m. Wear long-sleeved shirts, pants, hats, and sunglasses Children under 6 months of age: ask a doctor SHAKE WELL BEFORE USE","Inactive ingredients WATER/EAU (AQUA), DIMETHICONE, C12-15 ALKYL BENZOATE, PHENYL TRIMETHICONE, TALC, PEG-10 DIMETHICONE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, TRIMETHYLSILOXYSILICATE, GLYCERIN, ISOSTEARYL NEOPENTANOATE, GLYCERYL GLUCOSIDE, BIS-PEG/PPG-14/14 DIMETHICONE, ISODODECANE, PHENOXYETHANOL, SODIUM CHLORIDE, MICA, MAGNESIUM SULFATE, MENTHOXYPROPANEDIOL, SODIUM DEHYDROACETATE, HYDROGEN DIMETHICONE, TRIETHOXYCAPRYLYLSILANE, BENZOIC ACID, C24-28 ALKYL METHICONE, DISTEARDIMONIUM HECTORITE, SILICA, ALUMINUM HYDROXIDE, DEHYDROACETIC ACID, VACCINIUM MYRTILLUS FRUIT EXTRACT, PROPYLENE CARBONATE, ETHYLHEXYLGLYCERIN, LAURETH-4, POTASSIUM SORBATE, SODIUM BENZOATE, LACTIC ACID, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE: +/- MAY CONTAIN: TITANIUM DIOXIDE (CI 77891), IRON OXIDES (CI 77491), IRON OXIDES (CI 77492), IRON OXIDES (CI 77499)",20250310,3,Dolce and Gabbana Blueberry Nutri Tint SPF 20 18N Medium
